aguja,alicate,ardilla,ballena,burro,caballo,camello,canguro,cepillo,cerdo,clavo,conejo,cuchara,cuchillo,elefante,gallina,gallo,gorila,lapiz,llave,martillo,navaja,oveja,pantera,perro,pincel,pinza,sierra,soplete,taladro,tigre,tijera,tornillo,tortuga,tuerca,yegua
-0.024044,0.023727,-0.636157,-0.424634,0.158147,-0.240824,-0.201716,-0.552056,-0.843016,0.175726,-0.120998,-0.337112,0.093965,0.315587,-0.584993,0.247079,0.122589,-0.156122,0.230589,-0.602436,-0.650719,0.630438,-0.095169,-0.388984,-0.446591,0.066376,-0.216025,-0.406885,-0.063065,-0.349644,-0.297427,-0.163848,-0.480559,-0.069535,-0.497693,-0.229911
0.386523,-0.130889,-0.286027,0.194732,-0.277018,-0.781812,-0.243607,-0.610818,0.779299,-0.537768,-0.233105,-0.16769,0.266625,0.459591,-0.07261,0.007831,0.073018,-0.093667,0.409688,-0.177968,0.390841,0.264483,-0.509237,-0.726853,-0.462514,0.401489,0.083806,0.03168,0.240792,0.092229,0.048151,0.244915,-0.271396,0.051775,-0.513841,-0.408462
0.347848,-0.440079,0.081043,0.14773,0.411296,0.17423,0.240974,-0.303537,0.144785,0.225542,0.001208,0.073156,-0.346374,0.260047,0.21552,0.097213,0.27348,0.169413,-0.279938,-0.090669,0.068875,0.08771,-0.099514,-0.251661,0.191039,-0.488943,0.057333,-0.328802,0.067036,-0.310023,0.044396,-0.028949,-0.497948,0.471021,-0.336891,-0.040277
-0.55555,-0.228419,-0.272917,0.350085,0.387583,0.696308,0.427708,0.273557,0.204298,0.441267,0.191473,0.153809,0.364985,0.229999,0.525004,0.262056,0.254217,0.346869,-0.202043,-0.407674,0.005368,-0.042872,0.228702,0.182787,0.338837,-0.078752,-0.391651,0.069269,-0.022943,0.452374,0.160852,-0.226859,0.276126,0.313195,-0.208342,0.363106
0.064466,0.369577,0.929034,0.360531,-0.033329,0.084494,0.390683,0.329639,-0.047553,0.176565,0.30805,0.452458,0.16422,-0.024713,-0.098589,0.323939,0.458795,-0.005246,-0.024075,-0.068096,0.318677,0.029163,-0.534346,-0.367218,0.321496,0.092714,0.06125,-0.09069,0.009703,-0.336013,0.206139,-0.27265,-0.008474,0.417758,0.032467,-0.028487
0.03404,-0.106911,0.825679,0.312221,0.073438,0.269549,-0.272285,0.054704,-0.063343,0.00038,0.074598,0.569487,0.49741,0.46876,0.292198,-0.474561,-0.160915,0.143019,0.365314,-0.087512,0.308012,-0.181579,-0.679198,0.570757,0.423066,-0.551477,-0.042459,0.358406,0.37087,0.092337,0.145334,-0.036374,-0.1966,0.64244,-0.349388,-0.24903
0.417838,0.159881,0.377544,-0.029203,0.357712,0.632235,0.274653,0.079577,0.233159,-0.004036,0.127043,0.516003,0.525753,0.142405,0.420151,0.328051,0.1919,0.546375,0.296943,-0.290238,0.05818,0.589761,0.114,0.193953,0.766927,0.318943,0.333901,-0.169611,-0.289967,0.010279,0.241828,0.179526,-0.032582,-0.120864,0.183137,0.077285
-0.203355,-0.216861,-0.11104,0.140642,0.566276,0.360671,0.678753,0.071832,-0.284089,0.500352,0.455286,0.407177,-0.123724,0.423762,0.361675,0.286156,-0.260574,0.686565,-0.06242,-0.069153,-0.078129,-0.081814,0.273947,0.551467,0.289847,-0.296925,0.035037,0.095921,-0.140702,-0.076995,0.519551,0.190054,0.018015,0.423967,-0.681414,0.116387
0.017396,0.153413,-0.174165,0.013571,0.130806,0.438056,-0.081049,-0.197749,0.064182,0.572857,0.290035,0.37717,-0.232654,0.082185,0.10586,0.021904,0.243542,-0.087479,-0.481121,-0.310396,0.000737,0.121895,0.248257,-0.160977,0.599222,0.282654,0.14905,0.369866,-0.222981,0.102125,0.195559,0.087193,0.286277,0.049709,0.360372,-0.139668
0.382433,0.353466,-0.166949,0.461403,0.205158,0.319357,0.547305,-0.319857,0.127216,0.427186,0.346608,-0.296853,0.115433,-0.154088,0.278491,0.203531,0.167527,-0.495627,-0.191378,-0.237199,0.672574,0.078657,0.21092,0.337746,0.180251,0.303811,0.137426,0.359298,-0.179897,-0.051889,0.274533,-0.049442,0.667804,0.35289,0.781188,1.370071
-0.086232,-0.044357,0.065519,0.055764,0.098052,0.179704,0.253335,0.331595,0.235684,-0.26734,0.004528,0.445495,0.422617,0.015158,0.574403,0.367133,0.360439,0.208263,0.045527,-0.090683,-0.455475,0.238438,0.65643,0.381381,0.071451,0.390563,0.2772,0.74841,-0.00609,0.476752,0.279128,0.411741,0.171418,0.49269,0.433189,0.184789
0.366353,-0.276675,0.303332,0.621464,0.094333,0.242615,0.110329,0.566994,-0.131834,0.543763,-0.417995,0.006486,-0.118596,-0.480908,-0.024854,-0.012665,-0.341892,0.261895,-0.612218,-0.265038,0.21895,-0.565845,0.345172,0.153959,0.16715,0.243212,0.233685,0.10934,-0.146262,0.123599,-0.099835,-0.442744,-0.109495,-0.060378,-0.173348,0.172687
-0.204416,-0.555387,-0.293441,-0.497743,-0.497609,-0.580635,-0.116484,0.259326,-0.293707,-0.33262,0.068604,-0.283107,-0.485011,-0.31871,-0.596585,-0.115104,-0.292317,-0.292708,-0.341793,-0.368411,-0.210147,-0.219077,-0.287306,0.237043,-0.152984,-0.243969,-0.356925,0.035106,0.416287,-0.084802,0.096865,-0.557697,-0.468352,-0.239969,-0.370904,-0.133927
0.548415,0.286103,0.002648,0.122715,-1.019703,-0.55076,-0.115564,0.099519,-0.175611,0.108167,-0.60002,-0.159779,-0.008115,-0.328472,-0.231369,-0.131643,-0.07052,-0.128832,-0.089437,-0.074801,0.223464,-0.451847,0.132932,0.012327,-0.662577,0.146558,-0.813273,-0.108075,0.052987,0.370994,-0.186218,0.141237,-0.066274,0.013685,0.045897,-0.858871
0.317959,0.061055,-0.455103,0.520528,-0.244044,0.248008,-0.299676,-0.408687,0.074852,-0.519841,0.465689,-0.463025,0.541598,0.457447,0.499508,-0.27443,0.616076,-0.335507,-0.258716,0.599389,0.164863,0.262181,0.075929,0.083519,0.016727,0.342129,0.358833,-0.172497,0.372169,0.028407,-0.289349,0.212127,-0.175471,-0.413364,0.057091,-0.002862
-0.560169,0.037333,-0.055683,0.132509,0.415409,-0.117829,-0.236894,-0.037621,-0.554491,-0.466058,0.197227,-0.163058,0.130085,-0.137789,0.035953,-0.229544,0.173555,0.510315,-0.11321,-0.10425,0.124884,0.374968,-0.205415,0.261309,-0.332458,0.132492,0.75631,0.157914,-0.614246,0.338974,0.496908,0.317735,-0.054721,0.110651,0.017248,0.241996
0.309856,0.000964,1.046075,0.133215,0.015974,0.20401,0.456353,-0.157922,-0.012364,0.257283,-0.259601,0.422652,0.391218,-0.198266,0.062562,0.201258,0.500506,0.378539,0.25397,-0.58699,0.070203,0.05661,0.342248,0.26497,0.286916,0.47629,0.047187,0.437177,0.476785,0.488782,0.344533,0.203432,-0.291165,-0.158326,0.041483,0.720512
0.205498,-0.647834,0.900675,-0.079665,0.21284,0.557809,0.383537,0.348588,-0.583863,0.543817,-0.377647,0.618059,0.060647,0.160359,0.550497,0.632239,0.544812,0.801872,0.141915,-0.401285,0.339809,-0.375842,0.845439,0.066981,0.047637,-0.452291,-0.306116,0.263535,-0.454557,0.355646,0.674725,-0.264528,0.102753,0.71701,-0.441765,0.527855
-1.1137,0.043492,-0.667368,-0.883408,-0.108181,-0.530832,-0.325965,-0.327902,-0.454427,-0.481658,-0.049633,-0.701292,-0.162686,-0.855931,-0.232133,-0.961958,-0.540588,-0.138328,-0.006404,-0.354082,-0.625846,-0.513183,-0.50948,-0.464645,-0.852457,-0.081541,-0.522783,0.148216,-0.057354,-0.418474,-1.104291,-0.595933,-0.076024,-0.264945,-0.089496,-0.374102
0.193589,0.186925,0.242461,0.121979,0.123657,0.324901,0.069411,-0.483287,0.108413,0.378136,-0.020352,0.017608,0.533509,0.824658,-0.130393,0.306052,-0.383908,0.37598,-0.343647,0.152871,0.1917,0.700716,-0.214373,0.594427,0.334634,-0.213155,0.403243,0.542551,0.267291,0.128727,0.563076,-0.007777,-0.055652,0.37463,0.26481,-0.132437
-0.077766,-0.047539,-0.177447,0.508984,0.212838,0.334608,0.36508,-0.004554,0.434051,0.234516,-0.41264,0.220603,0.231044,0.19303,0.37881,-0.120957,0.208647,0.214289,0.415553,0.236221,0.155187,0.172288,-0.168192,-0.260638,0.126556,0.245594,0.144422,0.298018,-0.136656,0.031247,0.249881,0.198909,0.008411,0.498923,-0.493888,0.199178
0.234376,-0.117,-0.144727,0.09386,0.097721,0.209064,0.001764,-0.116456,0.420237,0.183091,0.371791,-0.254516,0.074214,0.319945,-0.093134,0.090542,-0.598254,-0.466477,0.048083,0.17832,-0.285202,0.112478,-0.205262,-0.370069,-0.340763,0.431015,0.439574,0.642192,0.027951,0.449813,0.131084,0.158133,0.630835,0.583239,0.449953,0.240614
0.026741,-0.01366,-0.306576,-0.531884,0.179154,-0.073794,0.33105,-0.065285,0.029251,-0.410503,-0.343933,0.191696,0.354121,-0.449729,-0.226733,0.183477,-0.016264,-0.488632,-0.368523,0.341142,-0.539261,-0.282354,-0.324579,-0.206687,-0.151195,-0.180342,0.276381,-0.309842,-0.663575,-0.063297,-0.237751,-0.039808,0.0737,0.259657,-0.116369,0.60374
0.460433,-0.214168,0.517262,0.487941,-0.228208,-0.370115,0.049683,0.488521,-0.073881,-0.052575,-0.067608,0.175645,0.378056,0.436428,0.211039,0.270924,0.18333,-0.204834,-0.045225,0.476256,-0.076312,-0.00532,0.093528,0.588119,0.26862,0.04359,0.429854,-0.193046,-0.064721,-0.065191,-0.127521,-0.215602,-0.473351,-0.491627,-0.187305,0.150926
0.224687,0.573927,-0.03872,0.317048,0.531769,0.289519,0.425498,0.477407,0.477102,0.424724,0.337386,0.446587,0.391463,0.161426,0.461013,0.238623,-0.137444,0.786318,0.518666,-0.039411,0.485494,-0.385626,-0.160905,0.708507,0.432927,0.500056,0.795289,0.303745,0.159114,0.513567,0.908044,0.07757,0.239719,0.29587,-0.129519,0.283954
-0.343077,-0.111427,0.214623,-0.328914,-0.016069,-0.261089,-0.184908,0.010376,-0.283246,0.221427,-0.011321,0.487683,-0.158359,0.088568,0.127335,0.179466,0.37768,0.215081,0.02144,-0.040469,-0.404079,0.554371,-0.006954,0.727056,0.094212,-0.162321,-0.363404,-0.506054,-0.179097,-0.218098,0.286214,-0.736429,-0.3385,0.141449,0.452069,0.117042
0.224349,-0.151328,0.044773,0.598142,-0.271958,-0.153711,0.100507,-0.006808,-0.092808,0.502701,-0.243287,-0.354311,0.027984,-0.114372,-0.097969,0.072849,0.273053,0.324542,-0.350426,-0.32591,0.119793,0.248406,0.350618,-0.246433,-0.112751,-0.237956,0.12799,-0.039892,0.311692,-0.14313,-0.214356,-0.172726,-0.594976,-0.032555,-0.279497,0.308361
0.18158,-0.108691,-0.52997,-0.077753,-0.606464,-0.458663,-0.300526,-0.630697,0.231413,0.334046,-0.165674,0.027275,0.300578,-0.397505,0.006304,0.299727,-0.356322,-0.880225,-0.264913,-0.02252,-0.510715,-0.16866,0.133052,-0.457637,-0.298207,-0.620377,-0.293583,-0.550914,-0.158644,-0.209734,-0.818088,0.392222,0.072157,0.102945,-0.055313,-0.04135
0.326616,0.08828,0.505773,0.088657,0.217195,0.082657,0.377996,0.345184,0.447003,0.838623,0.302052,0.303412,0.095874,0.102468,0.042696,0.334559,0.424044,-0.021301,0.100402,-0.193304,0.105893,0.26939,0.285729,0.388795,0.539648,-0.069608,0.2996,0.34782,-0.143464,0.380901,0.130804,-0.079725,0.111115,0.234553,-0.192192,0.000682
-0.719723,-0.386776,-0.416329,-0.294418,-0.199217,-0.313417,-0.186406,-0.577642,0.074256,-0.214829,-0.214864,-0.16676,-0.115108,-0.425585,-0.17375,-0.264886,0.144972,-0.204165,-0.452647,-0.221797,-0.646167,-0.475433,0.18482,-0.121577,0.295567,-0.033594,-0.166796,0.320867,-0.392978,-0.025153,0.018893,-0.51834,-0.597357,-0.732241,-0.53421,-0.225518
-0.0616,-0.269994,-0.10461,0.335096,0.251796,0.247914,0.378849,-0.645564,0.211952,0.849456,0.549113,0.443767,0.187403,0.223159,0.266452,-0.092629,-0.275298,0.095472,0.3271,-0.160434,0.037754,0.056538,0.160875,0.088549,-0.041665,-0.355308,-0.016851,-0.485467,0.334607,0.291075,0.318074,-0.057509,0.185794,0.017306,0.320115,0.279473
0.185778,0.327163,-0.161974,-0.075437,0.161524,-0.326453,-0.184011,0.224619,-0.055341,0.291695,-0.041268,-0.321911,0.396567,0.137221,0.009875,0.080458,-0.065606,-0.595898,0.027784,0.037465,-0.162903,-0.042572,-0.056425,-0.270013,0.17438,-0.096869,-0.095596,-0.685184,-0.404628,0.183298,-0.204344,-0.371382,0.699722,0.062322,0.238447,-0.076988
0.363985,0.027321,0.541698,0.310724,0.246642,0.233759,0.399285,-0.201845,0.591799,0.3574,-0.274439,0.405702,0.234206,-0.114392,0.288813,0.526856,0.41412,0.223214,0.035708,0.055537,-0.007429,-0.333311,0.836822,0.230466,0.19611,0.548373,0.185352,-0.133919,-0.409473,0.129825,0.561928,-0.077491,0.394483,0.30445,0.421794,0.444805
-0.314543,-0.095426,0.602604,0.141542,-0.329931,-0.300298,-0.045113,0.186201,-0.397213,0.063847,-0.193477,0.114814,0.641627,0.217255,0.025882,-0.099688,-0.255645,0.25157,-0.118004,-0.085008,0.166487,-0.215964,0.01546,-0.715613,0.005416,-0.138359,-0.423125,-0.746857,-0.226666,-0.240876,-0.172494,-0.151918,-0.171243,0.609175,0.521531,-0.188056
-0.100084,0.206872,-0.353561,-0.056542,-0.325628,-0.188342,0.367027,0.12498,0.368063,-0.261162,0.389869,-0.296947,-0.187933,0.077597,-0.049556,0.055338,0.014886,-0.200972,-0.229521,-0.059715,0.255223,-0.089681,0.060021,0.19789,-0.062924,-0.185217,0.046664,-0.063792,0.097178,-0.094436,-0.229407,0.158444,-0.349648,-0.104205,-0.128865,0.185827
-0.736445,-0.385536,0.286286,0.143969,0.360392,0.03817,-0.391546,-0.568008,-0.508792,-0.675982,-0.320452,-0.070603,-0.089095,-0.334128,-0.021731,-0.440948,-0.306299,-0.518717,0.152597,-0.032714,-0.314507,0.093582,-0.39072,-0.804891,0.025444,0.085523,0.081183,-0.23668,0.137297,-0.111098,-0.029358,0.217486,-0.106366,-0.624843,-0.3302,-0.044529
-0.054588,0.034041,0.350143,-0.013698,0.347426,-0.224525,0.20164,0.913842,0.577755,0.118777,0.014747,0.319473,0.205778,0.228846,0.093823,0.220986,0.153881,0.200244,0.135304,0.040675,0.181072,0.362829,-0.114239,0.289422,-0.269647,0.12472,0.739194,-0.400737,0.079205,0.564364,0.332629,0.245108,0.262015,-0.076227,0.288859,0.097637
0.51983,0.326838,-0.399346,-0.318459,0.751912,0.332853,-0.118506,0.251951,-0.059838,-0.160965,-0.170656,-0.075896,0.357402,-0.132723,-0.007512,0.1938,0.003244,0.052978,0.129439,-0.021946,-0.212655,-0.027497,-0.03989,-0.654415,-0.258133,0.094244,-0.284735,0.199385,-0.202904,0.166079,-0.627313,0.316987,-0.266673,-0.081814,0.010753,0.217873
0.497078,0.261337,-0.107408,-0.674064,-0.624403,-0.764835,0.013093,-0.096891,-0.11038,0.252822,-0.042234,0.309032,0.346168,0.025133,0.114927,-0.226703,-0.179242,0.024573,0.259849,0.154057,-0.664557,-0.303318,-0.105434,-0.314059,-0.473794,0.032575,0.149725,-0.616331,0.33576,-0.413587,0.156298,0.029932,-0.469851,-0.267465,-0.283031,-0.322191
