aguja,alicate,ardilla,ballena,burro,caballo,camello,canguro,cepillo,cerdo,clavo,conejo,cuchara,cuchillo,elefante,gallina,gallo,gorila,lapiz,llave,martillo,navaja,oveja,pantera,perro,pincel,pinza,sierra,soplete,taladro,tigre,tijera,tornillo,tortuga,tuerca,yegua
-0.123897,-0.005452,-0.008218,-0.034102,-0.039416,-0.073476,-0.071597,-0.097382,-0.049961,-0.052713,-0.066063,-0.04812,-0.027972,-0.044508,0.006557,-0.012279,-0.034451,-0.033314,0.011675,0.065847,-0.065168,-0.018697,-0.014258,0.040279,0.004512,0.113341,0.046231,-0.014148,-0.018867,-0.067546,0.017545,0.04034,0.042737,0.058939,-0.00984,-0.116075
-0.005995,0.092642,-0.105726,0.002232,0.014587,0.059871,-0.033526,-0.120619,-0.014717,0.08332,0.044193,-0.023615,0.041259,0.021828,-0.058921,0.036949,0.032855,-0.08098,-0.055151,0.054192,0.130635,-0.028448,0.034973,-0.030785,-0.011086,-0.03145,0.003761,-0.076983,-0.006349,0.086506,-0.079301,0.012999,0.054617,-0.055374,0.093381,0.058538
0.017806,-0.026197,-0.032401,-0.012079,-0.013793,-0.012502,0.028789,0.039008,-0.075932,0.052883,-0.046668,-0.018426,-0.060735,-0.033236,-0.068553,-0.007497,-0.02992,0.037223,0.02188,-0.028342,-0.00768,-0.025033,0.100536,-0.019775,-0.038863,-0.043423,-0.013329,0.017659,-0.038971,-0.006359,-0.032142,-0.028261,-0.019916,-0.058553,-0.069031,-0.015632
-0.107869,-0.126655,-0.07952,-0.02021,-0.024285,-0.023647,-0.039473,-0.048962,-0.122724,-0.074438,-0.007334,-0.036426,-0.079352,-0.011615,-0.028586,-0.04164,-0.116426,-0.040141,-0.085716,-0.087989,-0.064258,0.018512,-0.077032,0.009638,-0.059493,-0.130993,-0.05803,-0.053656,-0.104161,-0.092589,-0.083685,-0.068081,-0.164148,-0.021508,-0.061682,-0.019782
-0.042557,0.059565,-0.02412,0.053589,-0.107291,-0.026838,-0.036215,-0.037134,-0.026214,0.002923,-0.038916,-0.019772,-0.07617,0.086452,0.030887,-0.06634,-0.013412,0.000162,0.024645,-0.103652,0.032459,0.024085,-0.041677,0.012723,-0.017394,0.020775,-0.049195,0.118089,0.077962,0.044157,0.058383,0.054856,-0.000417,-0.036923,-0.030038,-0.116776
-0.054093,-0.063509,-0.065427,0.020797,-0.055182,-0.017715,-0.067529,-0.041105,-0.094228,-0.064824,0.020891,-0.112956,-0.146861,-0.090918,-0.110067,-0.027769,-0.06241,-0.083026,-0.047522,-0.008298,0.026024,-0.076337,-0.040489,-0.048298,-0.037702,-0.011703,-0.045105,0.0232,-0.016301,-0.065565,-0.048182,-0.0432,-0.053858,-0.050935,-0.052401,0.038368
0.048134,0.001346,0.036051,0.010554,0.064602,-0.035407,-0.059065,0.030825,-0.028017,0.00832,-0.008062,-0.040249,-0.012568,-0.054031,-0.007007,0.039045,0.039778,-0.069414,0.00566,-0.030701,-0.036714,-0.06136,0.007361,0.009783,-0.002571,0.023739,0.004927,-0.016772,-0.007318,0.098082,-0.031681,-0.018594,-0.017159,-0.079631,-0.024152,-0.045914
-0.004295,-0.004619,-0.006029,-0.039379,-0.043019,-0.060723,-0.015102,0.002018,0.072266,-0.034262,-0.00947,-0.041393,0.017038,-0.024401,0.007108,-0.033143,0.016118,-0.036363,0.020037,-0.045881,-0.009915,0.018464,0.040554,-0.083949,0.002656,-0.011197,0.004548,0.001109,0.032297,-0.072522,-0.053571,-0.026242,-0.045975,-0.074878,-0.009702,-0.046279
-0.036196,-0.05129,0.016089,0.040669,-0.080088,-0.075476,-0.09945,-0.079393,-0.000234,0.047471,-0.04606,0.009457,-0.116028,0.003963,-0.011836,0.048523,0.038693,-0.025934,-0.055497,-0.021414,-0.102394,0.012237,-0.00895,-0.053722,-0.029003,-0.016049,-0.077648,0.011265,0.015458,-0.014951,-0.063829,-0.14671,-0.051298,0.056725,-0.070264,-0.04577
-0.007601,0.008162,0.032646,-0.014297,-0.010744,0.022419,-0.036008,0.049956,-0.048018,-0.012228,0.011543,0.001345,0.000722,0.043423,-0.001894,0.002908,0.01272,0.01812,0.057644,0.049257,0.039684,0.070623,0.06023,0.133235,0.096342,0.030549,0.045451,0.066987,0.05038,0.026087,0.116206,0.043989,-0.017388,-0.004001,-0.036256,0.061875
0.010257,-0.024873,-0.013704,0.021875,0.089095,0.045399,0.012683,-0.006404,-0.02438,0.03645,0.016977,0.04535,-0.058404,0.02568,-0.045072,0.04344,0.047871,-0.002951,0.021467,-0.051364,0.001008,0.063187,-0.013012,-0.016752,0.065849,0.050213,0.017598,-0.031677,0.021018,-0.019913,0.023561,-0.082207,-0.051797,0.01134,-0.038006,0.015964
0.085488,0.016823,-0.078262,-0.009239,-0.041416,0.012463,0.032991,-0.098601,-0.097761,-0.061813,-0.047674,-0.093552,-0.01197,-0.101821,-0.002748,-0.110855,-0.082103,-0.030328,0.015119,0.016576,-0.001632,-0.07474,-0.018638,0.010685,-0.047533,-0.021457,0.045886,-0.047352,0.017844,-0.059773,-0.059275,0.042774,0.052129,-0.03788,-0.04113,0.031292
-0.004811,0.051522,-0.006949,0.027773,-0.037674,0.056021,0.079731,-0.005248,0.041839,0.015899,0.024319,-0.029472,0.023114,0.001034,0.052884,-0.030058,0.009838,-0.017679,-0.010566,0.061353,0.032353,-0.021623,-0.010552,0.116353,0.015492,0.049693,0.118972,0.054628,0.08234,0.03222,0.074161,0.01794,0.019603,0.049761,-0.016223,0.004816
0.014704,0.06212,-0.012431,-0.061671,0.005059,0.058819,-0.009818,-0.028547,0.002686,-0.001393,0.062616,-0.016873,-0.015374,0.026273,0.012298,0.004111,-0.016931,-0.014621,0.004347,0.060506,0.007076,0.059859,0.006837,0.03829,0.012509,-0.005665,0.095743,0.010914,0.029585,0.009295,-0.035435,0.065211,0.067438,0.005133,0.07912,0.048593
0.014973,-0.012773,-0.177881,-0.062097,-0.055039,-0.012476,-0.020557,0.001861,0.079312,-0.089135,0.014441,-0.162391,0.050486,-0.008885,-0.031674,-0.082349,-0.120507,-0.039705,-0.02496,0.013113,-0.063103,-0.038286,-0.105681,-0.117639,-0.083368,0.111808,0.001617,-0.00639,-0.033414,-0.026979,-0.049857,-0.055364,-0.019896,-0.076263,-0.009312,-0.032364
0.004382,-0.023987,0.115822,0.01478,-0.053954,-0.017737,-0.101314,0.030329,-0.098851,0.057329,0.019558,0.025816,0.016513,-0.035027,0.019008,0.034838,-0.083342,0.094738,-0.061061,-0.073562,-0.000663,0.005202,0.044108,-0.028745,-0.004548,-0.102616,-0.088371,0.044449,-0.042634,-0.025083,0.003516,-0.030304,0.033946,0.030989,0.021886,-0.014943
0.056713,-0.01651,0.0467,-0.011824,-0.007805,0.092382,-0.007668,0.031627,0.023515,-0.040838,-0.066098,0.074233,-0.022022,0.004107,0.005621,0.015852,-0.045411,-0.036317,-0.022454,-0.01744,0.031975,-0.004584,-0.039984,0.043491,0.052916,-0.012972,-0.051356,-0.002731,-0.024789,0.025079,-0.029912,-0.058664,-0.070544,0.002796,-0.065158,-0.031068
0.046477,0.049921,0.093319,0.029418,0.05852,0.028954,0.040247,0.00071,0.096778,0.00873,0.062768,0.078127,0.009931,0.052841,0.059251,-0.035915,-0.008375,0.099119,0.162908,-0.06192,0.075875,0.024677,0.027666,0.062458,0.082335,0.110249,0.000712,0.063936,0.009529,0.062728,0.037398,0.127852,0.109384,0.065808,0.080523,0.041793
-0.072907,-0.026378,-0.039159,-0.019964,-0.044425,-0.068368,-0.026852,-0.042756,-0.033621,-0.036325,-0.056072,-0.031584,-0.105252,-0.002458,-0.036887,-0.027229,-0.070259,-0.053741,-0.001961,-0.057016,-0.004836,0.066956,0.047685,0.002899,-0.026862,-0.054701,-0.041655,-0.105324,0.030054,-0.015909,-0.069334,-0.068875,-0.029166,0.023517,-0.076981,-0.069579
0.064702,0.028041,0.0802,0.005526,0.016237,-0.006472,-0.111997,-0.071521,-0.022709,0.007129,-0.05592,0.049518,0.056324,-0.042578,0.027066,0.015611,0.069124,-0.009702,-0.034177,0.056062,0.060689,0.02161,-0.013134,-0.027923,-0.08682,-0.017278,0.025126,-0.038084,-0.000377,0.027642,-0.00112,0.065245,0.001604,0.073181,0.047125,-0.022389
-0.030398,0.015433,0.082381,0.013071,0.056079,0.043421,0.04482,-0.007773,-0.01323,0.08309,-0.013744,0.125045,-0.018632,0.040755,0.021591,0.075474,-0.011528,-0.023267,0.052823,0.010735,-0.011146,0.013345,0.07802,0.047785,0.0516,0.02146,0.051203,-0.030245,0.044653,0.074767,0.025705,-0.009847,-0.004335,0.015903,0.037305,0.063197
-0.032186,-0.026718,-0.015742,-0.001123,-0.054958,-0.07056,-0.02775,-0.006454,-0.034786,-0.076713,-0.107553,-0.054117,-0.064863,-0.077397,0.001876,-0.054716,-0.110582,-0.002797,0.006253,0.024413,-0.092138,-0.050926,-0.005418,-0.051856,0.022299,-0.038938,-0.067587,-0.119693,-0.101745,-0.088124,-0.033626,-0.026227,-0.063943,-0.067276,-0.050017,-0.034851
-0.098598,-0.052765,-0.077108,-0.026711,-0.043702,-0.046615,-0.096053,-0.06111,-0.010976,0.007918,-0.082709,-0.058326,-0.047517,-0.000651,-0.075856,-0.018461,-0.06201,-0.034045,-0.080141,-0.013469,-0.105371,0.012179,-0.036887,0.012694,0.058604,-0.050859,-0.047815,-0.022241,-0.041282,-0.027255,-0.093849,-0.040706,-0.074557,-0.019651,-0.050793,0.035853
-0.049969,-0.029142,-0.001277,-0.106789,0.022485,0.01131,-0.03965,-0.085893,0.018772,-0.071141,-0.094843,-0.036426,-0.045369,-0.011212,-0.003477,-0.11454,-0.02999,0.008862,-0.05156,-0.036591,-0.099919,0.007458,-0.094795,-0.063419,0.004872,0.014651,0.066924,0.082646,0.025243,0.013531,-0.017907,-0.056229,0.015306,-0.005557,-0.078821,-0.015726
0.0057,-0.010104,0.093044,-0.00341,-0.015686,0.012613,-0.03497,0.021439,0.037326,-0.040214,-0.008537,0.026687,-0.000387,0.009106,0.017804,0.018714,0.012844,0.031659,-0.01591,-0.019908,0.086832,0.038409,-0.110751,0.070907,0.070339,-0.007407,0.056998,-0.086051,0.023743,0.076052,0.0473,-0.050977,0.049558,0.048469,0.0868,-0.01281
0.035396,0.028707,-0.035105,-0.040755,-0.113508,-0.028816,-0.084716,-0.080318,0.002698,0.035447,0.029562,-0.045191,0.066058,0.021994,0.001519,-0.021689,-0.007281,-0.087627,-0.016131,0.021983,-0.025287,0.047807,-0.021482,0.002178,-0.012322,-0.023773,-0.028693,-0.134302,0.077046,0.005191,-0.037439,-0.019196,0.03909,-0.071898,-0.025409,-0.058777
0.05379,0.046263,0.124355,0.049464,0.076085,0.029458,0.020483,0.072808,0.05456,0.051902,-0.100751,0.072722,0.082095,-0.012049,0.012691,0.028839,0.015687,0.060135,-0.023338,-0.058235,0.011236,-0.018314,0.03001,0.061535,0.06265,0.000113,0.067378,0.00734,-0.001368,0.019323,0.026788,-0.022207,0.052286,-0.011623,-0.012822,0.087983
0.036557,0.060755,0.051172,0.067374,0.043505,0.032635,0.028605,0.046123,0.079186,-0.018785,0.04336,0.017042,0.121623,0.062155,0.048704,-0.014195,0.011109,0.032658,0.01635,0.001176,0.062617,0.0596,-0.013292,0.032197,0.025471,0.027585,0.05844,0.066164,0.04943,0.063121,0.015622,0.054618,0.085225,0.092256,0.015556,0.024865
-0.088921,-0.125778,-0.151103,0.003891,-0.05567,-0.042767,-0.043378,-0.010712,-0.055494,-0.00626,-0.031041,-0.058113,-0.047668,0.036795,-0.00562,-0.02629,-0.043194,-0.033049,-0.085903,-0.035773,-0.095977,-0.031454,-0.021791,-0.037102,-0.064345,-0.06207,-0.044365,-0.084477,0.002121,-0.020105,-0.088857,0.012303,-0.028677,-0.048946,0.028459,-0.034316
0.044547,-0.002098,0.046883,0.045182,-0.004317,-0.012332,-0.052328,0.002741,-0.056115,-0.019891,0.016617,0.014467,0.052172,0.033889,0.038381,-0.009749,-0.05683,-0.021728,0.036407,-0.049703,-0.001736,0.049777,-0.043456,0.016234,0.02269,-0.001167,0.032032,-0.006904,-0.057274,0.010974,0.044469,0.068235,-0.040767,-0.018001,-0.014023,-0.08629
0.062622,0.084475,0.103329,0.146056,-0.091652,-0.06621,-0.062546,0.035688,0.125061,0.023517,-0.001828,0.072891,0.025886,0.065362,0.003543,-0.035926,-0.081069,0.054175,0.041112,0.032134,0.121702,0.048119,0.006453,0.040927,-0.025951,0.067975,0.052087,0.063792,0.10853,0.052448,0.018342,0.063065,0.096148,0.069455,0.061854,-0.020348
0.028225,-0.02831,-0.083016,-4.5e-05,0.004969,-7.7e-05,-0.003969,-0.027871,-0.023164,-0.065586,0.032324,-0.001017,-0.057358,-0.08078,0.01497,-0.082481,-0.067651,0.026746,0.015028,0.092386,0.008583,-0.087798,-0.009302,-0.04694,-0.019971,-0.025544,-0.008682,0.088176,-0.099995,-0.040539,0.033516,0.038423,-0.014076,0.016547,0.097539,0.020978
0.000609,-0.035289,-0.011291,-0.018735,0.037941,-0.007949,0.068947,0.016964,0.070838,0.01015,0.027343,0.020631,-0.033054,-0.063167,0.004952,-0.024006,-0.035684,-0.032357,0.021758,-0.041514,-0.072385,-0.036067,0.044067,-0.013302,0.0602,0.070556,-0.035632,-0.046409,0.008291,-0.019079,-0.051573,-0.041916,0.039258,-0.064466,0.001124,-0.065812
-0.006304,0.066288,0.093087,-0.002635,0.070746,0.022692,0.027495,0.074209,0.067709,0.001862,0.020323,0.014138,0.03504,0.062958,0.018523,0.016672,-0.000509,-0.037018,-0.038497,0.008209,0.023773,0.105585,-0.037837,-1.2e-05,0.07522,-0.0799,-0.040769,-0.011663,0.09936,0.029526,0.036056,0.063449,-0.017766,0.035598,-0.072479,0.061302
-0.003308,0.021663,-0.083948,-0.057194,-0.019398,0.03377,-0.074677,-0.046088,0.020446,-0.071277,-0.001249,-0.037261,-0.029634,0.005553,0.007942,-0.02676,-0.101829,-0.036424,0.006916,-0.021848,-0.027609,-0.054411,-0.036052,-0.046407,-0.045279,0.051485,-0.102831,-0.036277,0.009329,0.034166,-0.021806,0.049927,-0.013968,-0.054158,-0.129588,0.005292
-0.019322,-0.078497,0.075971,-0.040544,-0.041393,0.012164,-0.035064,-0.011994,0.034944,0.041129,-0.037741,0.110385,-0.044205,-0.011934,-0.022881,-0.084133,-0.081928,0.045705,-0.037645,-0.003658,0.044388,-0.04482,-0.027103,0.038105,0.039385,-0.034676,0.000125,-0.019302,0.00146,-0.025826,0.01466,-0.042181,-0.061218,0.000462,-0.10087,-0.107699
0.016026,0.021591,0.050896,-0.02617,0.025956,0.042878,-0.017718,0.008661,0.069224,-0.058628,0.003517,-0.000534,-0.002191,-0.041109,0.029901,-0.026024,0.009175,0.03334,0.056123,0.073622,0.067439,-0.025883,0.018321,-0.023741,0.057076,0.062854,0.038716,-0.027895,0.040025,0.05383,0.052363,0.036924,0.027748,-0.047573,0.006741,0.017185
-0.021111,-0.054804,-0.049182,0.081043,0.024407,-0.045195,-0.010005,-0.102387,-0.071445,0.01135,-0.086893,0.029126,-0.056747,-0.024413,0.033015,0.007993,0.070515,-0.051625,0.018743,0.028647,0.018717,-0.050798,0.002656,-0.04791,-0.020753,-0.092098,-0.104148,-0.06198,-0.084863,-0.027816,0.004408,-0.073232,-0.083668,0.052338,-0.129875,-0.00159
-0.014601,0.049452,0.012367,-0.000827,0.008142,-0.036849,-0.007911,0.039085,-0.004671,-0.039739,0.026847,-0.045611,0.045848,-0.042576,0.01662,-0.063304,0.040646,-0.031384,-0.067876,0.059565,0.002935,0.007382,-0.072765,0.036435,0.001523,-0.026195,0.054937,-0.071874,-0.01391,0.095063,0.021199,0.05273,0.029708,-0.049597,0.0232,-0.037314
0.022014,0.030134,0.018356,0.038683,-0.005928,0.031566,0.053409,0.03588,0.059404,0.049201,0.064923,0.024015,-0.009283,0.031457,0.026291,0.008177,-0.074957,-0.00466,0.012996,0.004901,0.025521,0.026145,0.064196,0.052267,-0.002983,0.04293,0.007321,0.016594,0.08102,0.077117,0.056207,0.060801,0.055686,-0.033288,0.086028,-0.008644
-0.022609,-0.084509,-0.045307,-0.027652,-0.070183,-0.030989,-0.035618,-0.085659,-0.063726,0.056518,0.000402,-0.019937,0.039731,0.019913,-0.046407,-0.025711,0.00996,0.01056,-0.067296,-0.04113,-0.008947,-0.012076,0.032694,-0.048227,0.01558,-0.026003,-0.085127,-0.006768,0.078741,0.028591,-0.006052,-0.093077,-0.097857,-0.108872,-0.116092,-0.037396
0.010826,-0.029256,0.085246,0.048923,-0.002916,0.015496,-0.041241,0.007624,-0.01461,0.001392,-0.017039,0.087136,0.088624,0.069064,0.007121,0.076057,0.087912,0.067919,0.041696,0.059572,0.001768,0.042418,0.029464,0.057205,0.033664,-0.005608,0.061729,0.050661,0.020487,-0.029343,0.089623,0.051463,0.010851,0.033394,0.06196,-0.041648
0.064576,0.084124,0.056656,-0.073207,0.005115,0.047692,0.031504,0.016132,0.00767,0.021031,0.018296,0.035494,0.024217,0.047037,0.034883,0.089192,0.02174,-0.032521,0.045548,0.111307,-0.027767,0.039531,0.07139,0.070245,0.074493,0.031883,0.095033,-0.066317,0.088814,-0.015326,0.03434,-0.005467,0.054366,-0.016011,0.048642,0.053252
0.019376,0.056823,0.04106,0.055571,0.038731,0.007574,0.040417,0.115228,0.076518,0.078134,0.036764,0.038024,0.059194,0.107558,0.052482,0.030275,0.029086,0.116267,0.098926,0.028693,0.091242,0.115803,0.012285,0.06628,0.053951,0.100861,-0.04676,0.05169,0.123428,0.140343,0.04036,-0.009883,-0.012304,0.056925,-0.019388,0.058033
-0.118074,0.064584,0.023184,-0.059587,0.021247,-0.021658,-0.049108,0.07017,0.00128,0.098182,0.148879,0.061037,0.073558,0.078064,-0.035159,0.095964,0.023432,0.027501,0.015815,0.109254,0.028561,0.020154,0.021027,-0.066574,0.011343,0.00608,-0.000158,0.032182,0.013709,0.06518,0.013231,0.011093,-0.02161,0.068244,-0.099203,-0.001034
-0.014662,-0.07024,0.075095,0.013579,-0.002881,0.007601,0.076985,-0.064747,-0.057822,-0.010687,0.028761,0.017943,0.022412,-0.041582,-0.016273,-0.010256,0.02619,0.019652,-0.080327,-0.055548,-0.111613,0.012916,0.053946,0.071398,-0.036341,-0.071204,-0.053502,0.037132,-0.034015,-0.043123,0.038876,-0.07702,-0.032346,-0.002752,0.005238,0.015151
-0.055547,-0.028665,-0.117105,-0.01276,0.003732,-0.020551,-0.037387,-0.035215,0.014905,-0.047379,-0.005711,-0.055362,-0.026265,-0.018697,-0.046137,0.007571,0.019947,-0.005442,-0.098192,-0.028222,0.022484,-0.070643,-0.068557,-0.011956,-0.049906,-0.031302,-0.047259,-0.058738,-0.08969,0.029421,-0.029211,-0.057763,-0.075446,-0.055077,-0.002249,-0.033187
-0.010815,-0.035339,0.026625,-0.050458,0.06172,0.02406,0.03535,-0.014934,0.00932,-0.004575,-0.085954,0.054757,-0.036595,-0.032609,0.028906,0.026524,0.033682,0.026221,-0.12517,-0.013305,-0.058253,-0.012443,-0.014824,0.001966,0.024778,-0.105863,-0.033059,0.017509,-0.077739,0.020385,0.03658,-0.037901,0.022027,0.004002,0.047339,0.026326
0.028854,0.056108,0.054464,-0.007381,-0.01618,0.013233,0.051153,-0.031791,0.00203,0.076809,0.040886,0.032018,0.072203,-0.010907,0.03478,0.067681,-0.041579,-0.02749,-0.034482,0.085591,0.062606,0.025966,0.009304,-0.015108,-0.013257,-0.006128,0.053622,0.110734,0.088364,0.160557,0.022744,0.057757,0.091696,0.012381,0.000752,-0.012555
0.003112,-0.035737,-0.020702,-0.011799,0.053494,-0.018097,-0.010919,-0.017551,-0.022955,0.034205,0.010475,-0.030472,-0.090622,0.033069,-0.105643,0.031642,-0.013082,-0.00714,-0.08441,0.029582,0.07709,0.043288,0.056672,0.008039,0.002304,-0.090818,-0.005495,0.149616,0.059381,0.055425,-0.05753,-0.014551,-0.012143,0.015809,0.041998,0.041879
-0.045433,-0.10993,0.022009,-0.00896,-0.059391,-0.032348,-0.082181,-0.077437,-0.138387,-0.016094,-0.02235,-0.007713,-0.022114,-0.030057,-0.071731,0.011142,0.03434,-0.031934,-0.01412,-0.076867,0.032502,-0.045773,-0.022149,0.006519,-0.011234,-0.008291,-0.129717,0.027647,-0.131548,-0.096939,-0.001852,-0.091908,-0.062364,0.047672,-0.051237,0.059939
-0.004821,0.006115,-0.02332,0.026571,-0.0066,0.042301,0.013029,-0.015957,0.043435,-0.095262,-0.004719,-0.068576,-0.0226,0.019428,-0.024182,-0.055991,-0.034519,-0.006295,0.012082,0.105101,-0.022528,0.087324,-0.066782,0.024623,0.027949,0.004636,0.024068,0.017009,0.06216,-0.043345,-0.051116,-0.028334,0.029938,-0.071727,0.080525,0.036619
0.043343,0.007617,-0.065933,-0.022286,0.107778,0.132192,0.039082,-0.022894,-0.050871,-0.03033,0.008974,0.008055,0.029558,-0.002672,0.126262,0.066761,0.093218,0.047781,0.077242,0.017626,0.064562,-0.005009,0.009981,0.1076,0.039188,0.073528,-0.015728,-0.052457,0.014926,0.047519,0.039468,0.023737,0.046379,-0.044379,0.059458,0.182635
-0.029485,-0.040848,-0.024644,-0.012583,-0.059843,-0.08259,-0.055858,-0.046643,-0.110473,-0.078701,-0.088493,-0.104233,-0.07614,-0.016864,-0.006024,-0.079507,-0.1163,0.032668,-0.082341,-0.085172,-0.017446,-0.007297,-0.161054,-0.014813,-0.067962,-0.021771,-0.095492,-0.074576,-0.028162,0.019374,-0.056544,-0.060512,-0.005815,-0.09004,0.00992,-0.078839
-0.066524,-0.002453,0.027616,-0.017811,-0.061036,-0.063668,-0.076996,0.005302,0.013171,-0.113417,-0.059244,-0.06292,-0.071974,0.000557,-0.002613,-0.019434,-0.04891,0.047064,-0.006186,-0.043386,-0.009213,0.04883,-0.043222,0.032593,-0.047264,-0.053914,-0.066895,0.013482,0.027302,0.007434,0.013616,-0.016742,-0.038446,0.046237,0.019942,-0.026392
0.000906,0.063615,0.02976,0.041181,-0.036212,0.03036,0.047527,-0.062072,-0.06943,0.048772,-0.002092,0.055812,-0.011953,-0.010272,0.019586,-0.004442,-0.028996,0.051825,0.024892,0.026432,0.058221,0.01202,-0.035628,0.017981,0.022731,0.020987,0.088516,0.042204,0.043802,0.070852,-0.030534,0.069538,0.085598,0.042641,0.093482,-0.043474
-0.021595,0.004928,0.014944,-0.044959,0.072763,0.003378,0.075857,0.061653,0.007312,-0.099253,-0.058522,-0.044178,-0.047896,-0.116707,0.091156,-0.071293,-0.086357,0.071716,-0.042042,-0.04478,-0.024203,-0.060706,-0.081475,0.011402,-0.068251,0.023395,0.005974,-0.008349,0.056565,0.004224,0.047977,-0.016059,0.102976,0.071978,0.089178,-0.054069
-0.035263,0.057916,0.032523,0.04539,0.004492,0.049123,-0.040946,0.019651,0.008043,0.001384,0.048951,-0.017789,-0.019551,-0.062653,-0.058621,0.023174,0.006188,0.066634,-0.018066,0.033497,-0.013727,-0.100769,-0.000663,0.027459,0.143198,-0.086729,0.039134,0.002814,0.001111,0.004601,0.02785,-0.01442,0.056848,0.05932,0.0068,0.051561
